BookAbbrev	Chapter:Verse	Annotation	Source
Ez	26:19	As Tyre was exalted in pride, so it was brought to great ruine, yet was it restored after; according to Isaias prophecie ch. 23. v. 15. And our Sauiour retired sometimes into the quarters of Tyre and Sidon. Mat. 15. v. 21.	scan-pdf
Ez	27:1	This large description of the Tyrians glory sheweth their greater ruine.	scan-pdf
Ez	27:16	S. Ierome translating this word a iasper stone, and the Septuagints leaue it vntranslated; neither doe the Hebrew Doctors describe it in their commentaries. The Chaldee Paraphrase translateth it in general precious stones.	scan-pdf
Ez	27:31	Cutting of haire was a signe of sorow, which the Iewes were commanded not to maintaine. Deut. 14. to shew difference from other nations: yet they also did cut their haire in great calamities. Isa. 21. v. 12.	scan-pdf
Ez	28:3	Daniel was so famous for wisedome, that the prouerbe in Chaldea was to compare wise men with Daniel.	scan-pdf
Ez	28:15	Tyre had much iniquity long before, but when she thought herselfe to be God, this iniquity could not be longer tolerated.	scan-pdf
Ez	28:21	As Sidon was nere in situation to Tyre, so it was made like in ruine for their like pride.	scan-pdf
Ez	28:25	Al nations wil praise God when they see that he iustly punisheth his owne people, & afterwards restoreth them to their former state.	scan-pdf
Ez	31:2	Thou that seemest to thyselfe inuincible, yet art thou not equal to the King of Assirians, who is already ouerthrowne; and so shalt thou likewise be.	scan-pdf
Ez	31:18	Although ô Ægypt thou art like to the most potent Kingdomes, yet as the Assirians & others, so thou also shalt be ruined.	scan-pdf
Ez	32:1	Here it is manifest that this Prophet counteth the yeares by the time of transmigration of King Iechonias, for it is cleere that Sedecias reigned only eleuen yeares. 4. Reg. 24. & 25. Iere. 39. & 52.	scan-pdf
Ez	32:7	This hyperbolical speach describeth the former glorie of Ægypt, as if al lights were much diminished, when this Kingdome was darkned.	scan-pdf
Ez	33:4	Pastours are not excused omitting to admonish their flock either for feare of danger, or for despaire of the sinners amendment.	scan-pdf
Ez	33:11	Gods absolute iustice or consequent wil is alwayes fulfilled: but not his conditionall or antecedent, as is noted ch. 18. v. 21.	scan-pdf
Ez	33:11	God being alwayes ready to shew mercie, knocking at the dore of our hart, it is of mens owne wilfulnes that they are not saued. S. Tho. 1. 2. q. 109. a. 6.	scan-pdf
Ez	33:21	As he Prophecied ch. 24. v. 2. the very day when the siege began: so he foreshewed also that one flying away should tel of the taking & spoiling of the citie three yeares after.	scan-pdf
Ez	34:3	He that hath spiritual charge of his flock, & seeketh his owne temporal profite, not the spiritual good of his flock, is indeed no Pastour, but a hireling; or if he also teach false doctrine, he is a woolfe.	scan-pdf
Ez	34:12	Not only Christ himselfe but also others shal doe the right Offices of true Pastours in the new Testament, as S. Paul teacheth Ephe. 4. that God giueth Apostles, Prophets, Euangelists, Pastours & doctors, to the consummation of Saints, til we meete al in the vnitie of faith.	scan-pdf
Ez	34:19	No Iew is so obstinate, nor heretike so blind, but al confesse that the Messias Christ, is here called by the name of Dauid. For King Dauid was now dead long before this Prophet liued. See also ch. 37. v. 24. 25.	scan-pdf
Ez	35:2	God accounteth al iniuries done against his Church, as done against himselfe. So our Sauiour charged Saul persecuting the Church, as if he persecuted himselfe. Act. 5. 7. 4.	scan-pdf
Ez	37:9	One cause of distrust that the people of Israel should not be restored from captiuitie, was because they were like to drie bones.	scan-pdf
Ez	37:11	Secondly they had al generally lost their hope of restitution.	scan-pdf
Ez	37:12	Thirdly they seemed like to trees or plants cut off at the very root.	scan-pdf
Ez	37:14	Yet God by his power & goodnes restored them.	scan-pdf
Ez	37:17	Before Christ ioyned the Gentils to his Church, he first vnited the two Kingdomes of Iuda and Israel: signifying that Catholikes which labour for conuersion of heretikes must first agree amongst themselues, & then their endeuours be more effectual. For so al shal sooner be made one fold vnder one shepheard.	scan-pdf
Ez	37:25	Fulfilled by Christ the good Pastour, who bringeth al nations into one fold vnder one Pastour.	scan-pdf
Ez	39:4	Antichrist persecuting the Church in al parts of the world, shal be resisted by some in euerie place, & at last vanquished.	scan-pdf
Ez	39:10	Not with material fire, but with zele & feruour, Catholikes shal resist him, and finally ouercome him.	scan-pdf
Ez	39:23	Gods people were not made captiues by the power of their enemies, as if God could not defend them, but by his permission for punishment of their sinnes.	scan-pdf
Ez	41:1	This description of the temple & order of Priesthood, with the partition & fertilitie of the land, is much more excellent then was in Salomons time: & the new temple reedified by Zorobabel was much meaner then Salomons, & therfore this prophecie can not be vnderstood of the temple in Ierusalem, but of the Church of Christ. S. Ierome. S. Aug. l.18 c.45 ciuit.	scan-pdf
Ez	41:18	In the wal of the Temple were interchangeably painted a Cherub signifying knowledge, & a palmetree signifying victorie, representing that they must be instructed in diuine knowledge, & so fight for victorie.	scan-pdf
Ez	41:25	Signifying our Sauiour, who in his humanitie suffered miseries, but as a lion ouercame al enemies.	scan-pdf
Ez	42:1	S. Ierome finding the Hebrew text & the 70. interpreters & others to differ not only in words but also in the sense, explicating as seemed to him most probable, auoucheth withal: Scio quod nescio, I know that I doe not know. For a pastour in learued faith must know what is not knowne perfectly.	scan-pdf
Ez	43:2	The glorie of God entring at the East gate signifieth the Incarnation of Christ, which S. Thomas expoundeth also of the B. Virgin, concerning the Sonne of God.	scan-pdf
Ez	43:3	God hath left the house of the Iewes desolate, Mat. 23. v. 38. but remaineth with the Church of Christ al dayes to the end of the world. Mat. 28. v. 20.	scan-pdf
Ez	43:10	The perfect vnspotted Church (Eph 5. v. 27.) is only the triumphant Church.	scan-pdf
Ez	43:13	The sacred cubite vsed in sacred things was larger then the common cubite by one palme.	scan-pdf
Ez	43:15	The altar is called Ariel, the lion of God, because fire sometimes descending from God vpon the altar consumed the sacrifice, as a lion consumeth his praye. S. Ierome.	scan-pdf
Ez	44:2	S. Ierome expoundeth this of the hardnes of Scripture, which no man vnderstandeth fully but the Sonne of God. Likewise of our B. Ladie a perpetual Virgin; Christ being borne of her kept her virginity without violation, as he entred the sepulcher & the house without opening, & rose from the dead without corruption.	scan-pdf
Jer	27:2	Bands and chaynes are apt signes of captiuitie, because they are the very instruments wherewith captiues are bound.	scan-pdf
Jer	27:7	Hangmen, or executioners, are Gods instruments, & his seruants in punishing the wicked.	scan-pdf
Jer	27:18	It is so false that the treasures caried away shal quickly be restored, that indeed more shal be caried away before the former be recouered.	scan-pdf
Ez	44:3	Our B. Ladie a perpetual Virgin also after the birth of Christ; as expoundeth S. Augustin, S. Ambrose, S. Chrysostome, and S. Ierome.	scan-pdf
Ez	44:5	This astonishment and reuerence of the Prophet, and the great attention which he is admonished to haue, import the great mysteries of Christ & his Church, & not only the temple & rites of the old law, which were but figures of the new.	scan-pdf
Ez	44:19	Holy things are ordinarily to be done in holy places; and therfore sacred vestures (by touching whereof men were sanctified, Exod.19. v.37.) must not be vsed out of the temple.	scan-pdf
Ez	45:1	The land that was assigned to holy & religious purposes, & not to be alienated to priuate men nor other purposes.	scan-pdf
Ez	45:7	The Princes portion of land was round about the clergies portion, that he might defend them, and the peoples part round about the Princes, that they might defend him.	scan-pdf
Ez	45:11	These measures were of equal capacitie, but the ephi serued for drie things; & the bate for liquid.	scan-pdf
Ez	45:16	Al the people were bound to pay certaine first fruits to their temporal Prince.	scan-pdf
Ez	45:17	The Prince was mutually bound to pay the charges of publike sacrifices for al the people. S. Ierome also expoundeth this mutual obligation to continue betweene the people and high Priest.	scan-pdf
Ez	46:2	Not only Christian Doctours, but also Rabbi Dauid & other Hebrewes vnderstand this prophecie of Christ the true Messias, and of the sacrifices & rites of his Church: the letter neuertheles alluding to the forme of the old law.	scan-pdf
Ez	46:16	Al workes done by the free choise of God, that is to say done in the state of grace, doe merite eternall reward. But other good workes done in state of mortal sinne are only rewarded temporally in this world, and not in life euerlasting.	scan-pdf
Ez	47:1	There is no historie nor probabilitie that waters issued out of the temple reedified by Zorobabel; & therfore this prophecie hath an higher & truer sense, of the Church of Christ, and the water of Baptisme.	scan-pdf
Ez	47:9	S. Iohn saw this riuer of liuing water as clere as chrystal, proceeding from the seat of God, & of the Lambe, and the tree of life yeelding twelue fruites euerie month. Apoc. 22.	scan-pdf
Ez	47:13	Iosephs two sonnes had ech one a whole portion, and so there were twelue tribes besides the Leuites, who had other better meanes then the rest.	scan-pdf
Ez	48:1	By the twelue tribes of Israel S. Ierome vnderstandeth the vniuersal multitude of al glorified Saints; noting that no mention is here made of the cities of refuge, because in the glorious habitation of Saints there can be no need of refuge, where al are perfect, al secure.	scan-pdf
Ez	48:8	As the first borne of liuing things & first fruites of al things springing, so the first portion of land allotted to Gods seruice is called the first fruites.	scan-pdf
Ez	48:9	This description of Ierusalem agreeth not to the terrestial citie, which was nothing neere so large; and therfore al Catholike Doctours vnderstand it mystically of the Church of Christ.	scan-pdf
Ez	48:26	S. Iohn the Apostle had the same vision of this new Ierusalem, Christs triumphant Church. Apoc. 11. & 21.	scan-pdf
Ez	48:29	The Synagogue of the Iewes being left desert, Mat. 23. v.38. Christ is with his militant Church al dayes euen to the consummation of the world. Mat.28. ult. and with his Church triumphant illuminating and glorifying it for euer and euer. Apoc.22. v.5.	scan-pdf
Dn	1:2	Part of the holy vessels & some special persons were caried away, but the King was released at this time: for he reigned in Ierusalem eight yeares more, eleuen in al. 2. Par.36.v.5.	scan-pdf
Dn	1:8	Daniel as chiefe was an example to the other three children in their manner of life, whereby is also probable that they being al of the tribe of Iuda, he was neerer of the royal bloud.	scan-pdf
Dn	1:13	Three causes moued them to abstayne from the Kings meats: lest they might eate any thing offered to idols, or forbidden by the law of Moyses, and because such delicate diet might prouoke to glutonie. Theod.	scan-pdf
Dn	1:21	By mention of the first yeare of Cyrus is sufficiently signified that Daniel liued al the time of the captiuitie.	scan-pdf
Dn	2:1	Nabuchodonosor had this dreame the second yeare after his great conquest of the Moabites, Ammonites, Syrians, & Ægyptians, making his Kingdome a great Monarchie; when Daniel was about the age of 35 yeares.	scan-pdf
Dn	2:4	It is more easie to tel by the diuels help what one hath dreamed, because dreames might by some external signes be knowne vnto him: but to declare the signification which is to come is aboue the diuels or mans power.	scan-pdf
Dn	2:24	By shewing the Kings former cogitation before his dreame, he gaue great assurance of the true spirite of prophecie, that the King might securely belieue the interpretation of the dreame.	scan-pdf
Dn	2:29	The foure Kingdoms of the Chaldees, Persians, Grecians, and Romans, signified by the foure parts of this statua consisting of diuers metals, did succeede in order of time.	scan-pdf
Dn	2:34	The Church of Christ is the only Kingdom that can not be destroyed.	scan-pdf
Dn	2:46	He thought Daniel to be a litle God, subiect in power to the great God.	scan-pdf
Dn	2:47	Notwithstanding this confession, shortly after he erected an idol to represent his owne greatnes, and to be adored therin.	scan-pdf
Dn	3:1	This huge statua of ninety foot in height and nine in bredth conteined a great masse of gold, which the King made to shew his riches, to terrifie his enemies, & to represent himselfe, that he might be adored therin as a God. S. Ierome.	scan-pdf
Dn	3:5	Practise of this idolatrie consisted in falling prostrare on the ground before the statua. Now in England personall presence at heretical seruice or sermon is a distinctiue signe of conformitie to the protestants pretended religion.	scan-pdf
Dn	3:17	By this most modest & confident answere they professed their assured faith of Gods omnipotent power, not knowing whether it was his diuine wil to deliuer them from the fire or not, resoluing to suffer with patience whatsoeuer he would permit to fal vnto them.	scan-pdf
Dn	3:35	In the very same manner Moyses prayed, & pacified Gods wrath.	scan-pdf
Dn	3:38	Sedecias being dead, and Ioachim kept in prison, there was none in state of a King amongst the Iewes: neither was there at this time anie Prophet in al Iewrie, for Daniel himselfe & Ezechiel were in Babylon.	scan-pdf
Dn	3:57	Holy Angels doe incessantly praise God; sensible creatures doe not properly praise God because they haue not vnderstanding nor wil: but this inuitation exhorteth al men in consideration of al Gods workes to praise him as most worthie to be praised. S. Aug.	scan-pdf
Dn	3:72	Priuations of things haue also their decent course in the vniuersal state of creatures: Darknes prayseth God, that is, bringeth forth praise in the harts of considerate men. S. Aug.	scan-pdf
Dn	3:88	The fire burned their bands, but not their garments nor bodies: so God vseth the seruice of his creatures to giue comfort to his seruants & not torment. S. Greg.	scan-pdf
Dn	3:92	This fourth person in the fire was the Angel that auerted the force of the fire from them.	scan-pdf
Dn	3:97	They were not only restored to their former dignitie as prefects, but were also more aduanced.	scan-pdf
Dn	5:1	The ruine of this Baltassar happened in the 17. and last yeare of his reigne: when Daniel was neere an hundred yeares.	scan-pdf
Dn	5:11	Al progenitours are commonly called the fathers of their ofspring: so Nabuchodonosor is called the father of Baltasar, being his grand father.	scan-pdf
Dn	5:21	His imagination that he was a beast made him forsake the companie of men, and to dwel amongst wilde beasts. ch. 4.	scan-pdf
Dn	5:30	The Medes being at this time in the siege of Babylon, tooke their opportunitie to assault it this night, when the King and most part of the citie were drunke.	scan-pdf
Dn	6:1	Darius King of Medes (otherwise called Astyages, ch. 13. v. 65.) reigned but one yeare, and so Cyrus succeeded.	scan-pdf
Dn	6:5	An old and continuall malignant practise, to cal religion treason; and for that purpose to procure lawes or statutes to be enacted.	scan-pdf
Dn	6:10	Daniel hauing accustomed to open the windowes of his vpper chamber, which gaue prospect towards Ierusalem, according to Salomons prayer 3. Reg. 8. v. 47. 48. he obserued the same custome: & was not seen publikely of manie, but his enemies searchingly found him praying.	scan-pdf
Dn	6:22	To this miracle wrought by the power of God in defence and for the merits of this holie Prophet, S. Paul alludeth, Heb. 11. v. 33.	scan-pdf
Dn	6:24	The law of like-punishment is so agreeable to the law of nature, that this Pagan King punished Daniels accusers, when it appeared to him that Daniel had not committed treason, but only vsed his religion and deuotion.	scan-pdf
Dn	7:1	In order of time these two visions were before the histories written in the two precedent chapters.	scan-pdf
Dn	7:2	Foure winds may signifie the great tumults which happen in the beginning of monarchies by warres and bloudshed of much people.	scan-pdf
Dn	7:3	Foure beasts doe signifie the foure Monarchies.	scan-pdf
Dn	7:4	A lionesse for cruelrie, and the pride of an eagle doe resemble the Chaldees monarchie.	scan-pdf
Dn	7:5	A beare of rude shape, & weake fight, content with litle and base meate, represented the Medes & Persians.	scan-pdf
Dn	7:6	The leopard with wings and foure heads signified the speedie victories of the Grecians vnder Alexander in foure quarters of the world: after his death diuided into foure Kingdomes.	scan-pdf
Dn	7:7	By the fourth beast without name is vnderstood the incomparable power of the Romans: gouerning first by kinglie authoritie; afterwards by Consuls; then Dictatours; finally Emperors.	scan-pdf
Dn	7:8	The litle horne becoming so great and strong, signifieth Antichrist; whose outragious furie shal continue but a short time.	scan-pdf
Dn	7:9	God the Father is called the Ancient of dayes, not as though one Person of the Blessed Trinitie were more ancient then another: for euerie Person is eternal; and al are one eternal God. But in order of proceeding, the Father is the beginning of whom the Sonne is begotten.	scan-pdf
Dn	7:10	By multiplication of these cardinal numbers, is signified the innumerable multitude of Angels: who doe exceede al corporal creatures in number.	scan-pdf
Dn	7:13	Our Sauiour Christ is here clearly prophecied: by whose power Antichrist shal be vtterly destroyed.	scan-pdf
Dn	8:2	This vision was in explication of some part of the former, which he had two yeares before; where foure monarchies are mentioned: so here is foretold the great conflict betweene the Persians & Grecians, about 116. yeares after.	scan-pdf
Dn	8:3	The ramme represented the King of Persians & Medes.	scan-pdf
Dn	8:5	The goat signified Alexander the great.	scan-pdf
Dn	8:8	King Alexander died when he was very yong and strong not fully 33. yeares of age.	scan-pdf
Dn	8:9	Antiochus Epiphanes persecuting the people of God, destroyed the sacrifice, polluted the temple, setting vp the image of Iupiter Olimpius.	scan-pdf
Dn	8:14	2300 euenings and mornings, that is 2300 dayes, which make six yeares & wel neare foure months: the whole time from the beginning of Antiochus persecution vnto his death.	scan-pdf
Dn	8:26	So much as perteyneth to the prophanation of the temple was fulfilled aboue 300. yeares after this prophecie: as the same is also a figure of Antichrist, it shal happen towards the end of this world. S. Greg.	scan-pdf
Dn	9:1	Assuerus, or Achashuerosh, not a proper name, signifieth a great Prince, or head of people.	scan-pdf
Dn	9:2	Daniel seeing the seuentith yeare of captiuitie was come, in which God promised to deliuer his people, Ier. 25. v. 10. prayed with great zele & confidence for their release.	scan-pdf
Dn	9:13	This singular deuotion with austere works of penance & zele of his countrie merited this commendable title: The man of desires.	scan-pdf
Dn	9:16	Whereas he prayed particularly for the release of the Iewes from captiuitie of Babylon, a farre greater thing is promised & reuealed to him, that within seuentie weekes (that is 490. yeares) the Messias Christ wil come & redeeme mankind from captiuitie of sinne & the diuel.	scan-pdf
Dn	9:24	These foure things: Forgiuenes of sinnes, Infusion of iustice, Fulfilling of prophecies, & Anointed Holie of holies, agree only to Christ.	scan-pdf
Dn	10:1	Vnderstanding is required that a vision be prophetical. S. Tho. 2.2. q. 171. c. 2. & c. 4.	scan-pdf
Dn	10:11	The Angel repeateth this honourable title to encourage him being sore frighted.	scan-pdf
Dn	10:13	The Angel guardian of Persia, praying that the Iewes might remaine among the Persians for their edification and spiritual good. S. Ierome. S. Theodoret.	scan-pdf
Dn	10:19	Daniels proper Angel ioyned his prayers with him for the deliuerie of the Iewes from captiuitie.	scan-pdf
Dn	10:21	S. Michael the guardian Angel of the whole Church also prayed for the same purpose.	scan-pdf
Dn	11:1	The Angel sheweth that he had prayed for the King of Persians from the first time after the ouerthrow of Babylon, seeing him wel affected towards the Iewes.	scan-pdf
Dn	11:22	This title Prince of the league or couenant, perteyneth directly to Antichrist: who wil ioyne himselfe with the Iewes, pretending to obserue the law of Moyses, and for that they wil receiue him as their Messias. Ioan. 5. v. 43.	scan-pdf
Dn	11:31	Euen in the horrest persecution of Antiochus, Nero, or Antichrist, some shal constantly confesse true religion.	scan-pdf
Dn	11:37	The God of power or strength, either Iupiter the Grecians great God, or their owne strength, wherin Antiochus & Antichrist shal trust.	scan-pdf
Dn	11:45	His royal tabernacle or palace, betweene the dead sea & the mediterranean.	scan-pdf
Dn	13:1	S. Athanasius in Synopsi reciteth this historie in the beginning of Daniel. And S. Aug. supposeth that Daniel about the age of twelue yeares, indued with the spirit of prophecie, discouered the malicious falshood of them that accused Susanna.	scan-pdf
Dn	13:5	In the transmigration made in the third yeare of Ioakim King of Iuda, the Iewes were better entreated & had their owne iudicial tribunal; vntil the captiuitie which happened about 19. yeares after in the eleuenth yeare of Sedecias.	scan-pdf
Dn	13:27	For more colour of iust proceeding, these wicked men gaue their false testimonie & sentence before the people.	scan-pdf
Dn	13:41	The false Iudges gaue sentence according to the forme of the law which they pretended to fulfil. Leuit. 20. Deut. 22.	scan-pdf
Dn	13:45	Daniel by the guift of prophecie saw & declared that she was innocent; and vndertook to conuince the false witnesses.	scan-pdf
Dn	13:57	By this first prophetical act, Daniel began worthily to be esteemed.	scan-pdf
Dn	14:19	Not only the Babylonians, but also the Romans and most nations worshipped the dragon for a great God; which blindes can be no other cause but Gods iust punishment, suffering them for their abominable pride and other sinnes to fal into so foolish conceits.	scan-pdf
Dn	14:33	Although about 20. yeares before there was no Prophet in Iurie, yet now this Habacuc was indued with the spirit of prophecie. As for Habacuc, he prophecied before the captiuitie: yea before the Chaldees became a Monarchie.	scan-pdf
Dn	3:1	This huge statua of ninty foot in height and nine in bredth conteined a great masse of gold. Which the King made to shew his riches, to terrifie his enemies, & to represent himselfe, that he might be adored therin as a God. S. Ierom.	scan-pdf
Dn	3:6	Practise of this idolatrie consisted in falling prostrate on the ground before the statua; some times it consisteth in offering incense to idols, and the like: Now in England personal presence at heretical seruice or sermon is a distinctiue signe of conformitie to the protestants pretended religion; because such presence is there exacted for this purpose.	scan-pdf
Dn	3:17	By this most modest & confident answer they professed their assured faith of Gods omnipotent power, not knowing whether it was his diuine wil to deliuer them from the fire or no: resoluing with patience what foeuer he would permit to fal vnto the.	scan-pdf
Dn	3:24	Though these parcels were not in the Hebrew in S. Ieroms time, yet either had been in the Hebrew or Chaldee, or at least were Canonical scriptures as we haue proued in the argument of this book.	scan-pdf
Dn	3:57	Holy Angels doe incessantly prayse God, and therfore neede not to be inuited therto: sensible creatures doe not properly prayse God, because they haue not vnderstanding nor wil: but the meaning of this inuitation is, to congratulate that Angels doe alwayes without intermission prayse God, & to exhort al men in consideration of al Gods workes, spiritual and corporal, to prayse him as most worthie to be praysed by al men.	scan-pdf
Dn	3:92	This fourth was the Angel that auerred the force of the fire from them. v.49.	scan-pdf
Dn	3:97	They were not only restored to their former authoritie, as prefects ouer the workes, ch.2.v.49. but were also more aduanced, as this place insinuateth.	scan-pdf
Dn	5:1	After Nabuchodonosor, & before Baltassar, Euilmerodach reigned in Babylon, who deliuered Ioachin King of Iuda out of prison, & vsed him with great respect in the 37. yeare of the transmigratio. 4. Reg. 25. There reigned also before Baltassar other two of another lineage, called Niglissar and Labofardach: as testifie Euse. S. Ierom. S. Beda. & others.	scan-pdf
Dn	5:1	The ruine of this Baltassar happened in the 17. and last yeare of his reigne: when Daniel was neere an hundred yeares.	scan-pdf
Dn	5:11	Al progenitours are commonly called the fathers of their offspring: so Nabuchodonosor is called the father of Baltasar, being his grand father: as may be gathered, Ier. 27. v.7. Where is prophecied that Nabuchodonosor & his sonne, and sonnes sonne should reigne ouer manie nations.	scan-pdf
Dn	5:21	His imagination that he was a beast made him forsake the companie of men, and to dwel amongst wilde beasts. ch.4.	scan-pdf
Dn	5:30	The Medes being at this time in the siege of Babylon, tooke their opportunitie to assault it this night, when the King and most part of the citie were drunke.	scan-pdf
Dn	6:1	Darius King of Medes now also of Chaldees, otherwise called Astyages (ch.13. v.65.) reigned but one yeare, and so Cyrus succeeded.	scan-pdf
Dn	6:5	An old and malignant practise, to cal religion treason: And for that purpose to procure lawes or statutes to be enacted.	scan-pdf
Dn	6:10	It is not probable that Daniel opened the windowes of purpose, that he might be seene to pray: for so he should haue vndiscreetly contemned the King, and prouoked the infidels to persecute him; but hauing accustomed to open the windowes of his vpper chamber, which gaue prospect towards Ierusalem, according to Salomons prayer (1. Reg 8. v.47.) he obserued the same.	scan-pdf
Dn	6:22	To this miracle wrought by the power of God in defence, and for the merits of this holie Prophet, S. Paul alludeth, Heb. 11. v.33.	scan-pdf
Dn	6:24	The law of like punishment is so agreeable to the law of nature, that this Pagan King punished Daniels accusers, when it appeared to him, that Daniel had not committed treason, but only vsed his religion and deuotion.	scan-pdf
Dn	7:1	In order of time these two visions were before the histories written in the two precedent chapters.	scan-pdf
Dn	7:2	Foure winds may signifie the great tumults which happen in the beginning of monarchies by warres and bloodshed of much people.	scan-pdf
Dn	7:3	Foure beasts doe signifie the foure Monarchies.	scan-pdf
Dn	7:4	A lionesse, and the pride of an eagle doe resemble the Chaldees monarchie.	scan-pdf
Dn	7:5	A beare of rude shape, & weake fight, content with litle and base meate, represented the Medes & Persians.	scan-pdf
Dn	7:6	The leopard with wings and foure heads, signified the speedie victories of the Grecians vnder Alexander in foure quarters of the world: after his death diuided into foure Kingdoms.	scan-pdf
Dn	7:7	By the fourth beast without name is vnderstood the incomparable power of the Romans: gouerning first by kinglie authoritie; afterwards by Consuls; then ioyning to them Tribunes; sometimes Dictators; tours; finally Emperial.	scan-pdf
Dn	7:8	The litle horne becoming so great and strong, as to ouorcome al the other, signifieth Antichrist; whose outragious furie shal continue but a short time. v.25.	scan-pdf
Dn	7:9	God the Father is called the Ancient of dayes, not as though one Person of the Blessed Trinitie were more ancient then an other: for euerie Person is eternal; and al are one eternal God: But in order of proceeding one from an other, the Father is the beginning: of whom the Sonne is begotten; and from whom, as also from the Sonne, the Holie Ghost proceedeth: by whose power Antichrist shal be vtterly destroyed.	scan-pdf
Dn	7:10	By multiplication of these cardinal numbers, is signified the innumerable multitude of Angels: who doe exceede al corporal creatures in greatnes. And the highest Hierarchie (who are Assistants) doe farre exceede the other Hierarchies in multitude. S. Dionys. c.14. Hierar. calest. S. Tho. p.1. q.112. a.4.	scan-pdf
Dn	7:13	Our Sauiour Christ is here clearly prophecied: by whose power Antichrist shal be vtterly destroyed.	scan-pdf
Dn	7:25	Antichrist shal reigne three yeares and a halfe. ch.12. Apoc.11. & 13.	scan-pdf
Dn	8:1	He insinuateth that this vision was in explication of some part of the former, which he had two yeares before. ch.7. where foure monarchies are mentioned: so here is foretold the great conflict betweene the Persians & Grecians, about 216. yeares after.	scan-pdf
Dn	8:3	The ramme represented the King of Persians & Medes.	scan-pdf
Dn	8:5	The goat signified Alexander the great.	scan-pdf
Dn	8:7	Breaking the two hornes, that is conquering the two nations of Persians & Medes.	scan-pdf
Dn	8:8	King Alexander died when he was very yong and strong, not fully 33. yeares of age. Foure of his followers possessed euerie one a Kingdome of his Monarchie.	scan-pdf
Dn	8:9	Antiochus Epiphanes persecuting the people of God, destroyed the sacrifice, polluted the temple, setting vp the image of Iupiter Olimpius.	scan-pdf
Dn	8:13	One Angel demanded of another to know a thing to come.	scan-pdf
Dn	8:14	2300 euenings and mornings, that is, 1300 dayes, which make sixe yeares, & wel neere foure months, the whole time fro the beginning of Antiochus persecution vnto his death: for he began to persecute in the yeare 143. 1. Mac. 1. v.21. & he died an. 149. 1. Mac. 6. v.16. within which time an. 148. the temple was purged 1. Mac. 4. v.52.	scan-pdf
Dn	8:17	Ezechiel is very often called by the name of sonne of man: here also Daniel is so called by an Angel, as wel to distinguish Angelical & humane nature, as in honour of mankind, when Christ would assume: & therfore calleth himselfe by the very same title in the Ghospel.	scan-pdf
Dn	8:23	Historically Antiochus; mystically Antichrist, as ch.12. & Mor.24.	scan-pdf
Dn	8:27	So much as perteyned to the prophanation of the temple was fulfilled aboue 300. yeares after this prophecie: as the same is also a figure of Antichrist, it shal happen towards the end of this world. S. Greg l.30. c.12. Moral.	scan-pdf
Dn	9:1	Assuerus, or Achasueras, not a proper name, signifieth a great Prince, or head of people.	scan-pdf
Dn	9:2	Darius had reigned in Persia before this time, but this was the first yeare of his reigne ouer the Chaldees, and also the last, neither did he reigne a ful yeare: for Cyrus reigned some part of the seuentith yeare of the Iewes captiuitie in Babylon: in which also Baltassar was slaine.	scan-pdf
Dn	9:2	Daniel seeing the seuentith yeare of captiuitie was come, in which God promised to deliuer his people, prayed with great zeale, & confidence for their release.	scan-pdf
Dn	9:23	This singular deuotion with austere workes of penance & zele of his countrie merited this commendable title to be called, The man of desires.	scan-pdf
Dn	9:24	Whereas he prayed particularly for the release of the Iewes fro captiuitie of Babylon, a farre greater thing is promised & reuealed to him, that within seuentie weekes of yeares (that is 490 yeares) the Messias Christ wil come & redeeme mankinde fro captiuitie of sinne.	scan-pdf
Dn	9:25	Hebdomas signifying seuen, vnderstood of dayes importeth a weeke: of yeares importeth seuen yeares: so seuentie weekes of yeares are 490 yeares.	scan-pdf
Dn	10:1	Pharao had a vision in sleepe, Gen.41. Baltassar saw a hand writing in the wal, Dan.5. but neither of them vnderstood their visions, and therfore were not Prophets. Ioseph vnderstood the former, & Daniel this other, and so they were Prophets. For as this text teacheth, vnderstanding is required that a vision be propheticall. S. Tho. 2.2. q.171. a.2.	scan-pdf
Dn	10:11	The Angel repeateth this honourable new title to encourage him being sore frighted.	scan-pdf
Dn	10:13	The Angel guardian of Persia. S. Ierom. S. Gregorie. This Angel for his office sake, not yet knowing Gods wil in this particular, prayed that the Iewes might remaine among the Persians for their edification and spiritual good.	scan-pdf
Dn	10:20	Daniels proper Angel ioyned his prayers with him for the deliuerie of the Iewes from captiuitie.	scan-pdf
Dn	10:21	S. Michael the guardian Angel of the whole Church also prayed for the same purpose.	scan-pdf
Dn	11:1	The Angel prosecuting his speach to the Prophet sheweth that he had prayed for the King of the Persians, from the first time after the ouerthrow of Babylon, seeing him wel affected towards the Iewes, as was also the next King Cyrus, who indeed released them.	scan-pdf
Dn	11:2	Scarcely touching other successours of Alexander, the holie Scripture here prophecieth of the Kings of Egypt on the south side of Iurie; and Syrians on the North: by whose warres the Iewes were most molested.	scan-pdf
Dn	11:4	Euerie prophecie (saith S. Ierom. li.4.c.) before it be fulfilled is enigma, a ridle, or obscure proposition. But when it is past may more easily, sometimes certainely be interpreted. So by histories of things now past he gathereth very probably that by this King of the South was vnderstood Ptolomeus of Lagus King of Egypt.	scan-pdf
Dn	11:5	His sonne called Ptolomeus Philadelphus excelled his father in power and magnificence.	scan-pdf
